,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,education_level,environmental_satiscation,job_involvement_label,job_satisfaction_label,performance_rating_label,relationship_satisfaction_label,work_life_balance_label
1089,37,No,Travel_Rarely,674,Research & Development,13,Medical,1543,Male,47,2,Research Scientist,Married,4285,3031,1,No,17,80,0,10,2,10,8,3,7,Bachelor,Low,High,Very High,Excellent,Low,Better
1090,29,No,Travel_Rarely,441,Research & Development,8,Other,1544,Female,39,2,Healthcare Representative,Married,9715,7288,3,No,13,80,1,9,3,7,7,0,7,Below College,High,Low,Low,Excellent,High,Better
1091,33,No,Travel_Rarely,575,Research & Development,25,Life Sciences,1545,Male,44,2,Manufacturing Director,Single,4320,24152,1,No,13,80,0,5,2,5,3,0,2,Bachelor,Very High,Medium,Medium,Excellent,Very High,Better
1092,45,No,Travel_Rarely,950,Research & Development,28,Technical Degree,1546,Male,97,1,Research Scientist,Married,2132,4585,4,No,20,80,1,8,3,5,4,0,3,Bachelor,Very High,High,Very High,Outstanding,Very High,Better
1093,42,No,Travel_Frequently,288,Research & Development,2,Life Sciences,1547,Male,40,3,Healthcare Representative,Married,10124,18611,2,Yes,14,80,1,24,3,20,8,13,9,Bachelor,Very High,High,Very High,Excellent,High,Bad
1094,40,No,Travel_Rarely,1342,Sales,9,Medical,1548,Male,47,2,Sales Executive,Married,5473,19345,0,No,12,80,0,9,5,8,4,7,1,College,Low,High,Low,Excellent,Very High,Best
1095,33,No,Travel_Rarely,589,Research & Development,28,Life Sciences,1549,Male,79,2,Laboratory Technician,Married,5207,22949,1,Yes,12,80,1,15,3,15,14,5,7,Master,Medium,High,High,Excellent,Medium,Better
1096,40,No,Travel_Rarely,898,Human Resources,6,Medical,1550,Male,38,4,Manager,Single,16437,17381,1,Yes,21,80,0,21,2,21,7,7,7,College,High,High,Very High,Outstanding,Very High,Better
1097,24,No,Travel_Rarely,350,Research & Development,21,Technical Degree,1551,Male,57,1,Laboratory Technician,Divorced,2296,10036,0,No,14,80,3,2,3,1,1,0,0,College,High,Medium,Low,Excellent,Medium,Better
1098,40,No,Non-Travel,1142,Research & Development,8,Life Sciences,1552,Male,72,2,Healthcare Representative,Divorced,4069,8841,3,Yes,18,80,0,8,2,2,2,2,2,College,Very High,High,Very High,Excellent,High,Better
1099,45,No,Travel_Rarely,538,Research & Development,1,Technical Degree,1553,Male,66,3,Healthcare Representative,Divorced,7441,20933,1,No,12,80,3,10,4,10,8,7,7,Master,Low,High,Medium,Excellent,Low,Better
1100,35,No,Travel_Rarely,1402,Sales,28,Life Sciences,1554,Female,98,1,Sales Representative,Married,2430,26204,0,No,23,80,2,6,5,5,3,4,2,Master,Medium,Medium,High,Outstanding,Low,Better
1101,32,No,Travel_Rarely,824,Research & Development,5,Life Sciences,1555,Female,67,2,Research Scientist,Married,5878,15624,3,No,12,80,1,12,2,7,1,2,5,College,Very High,Medium,Medium,Excellent,Low,Better
1102,36,No,Travel_Rarely,1157,Sales,2,Life Sciences,1556,Male,70,1,Sales Representative,Single,2644,17001,3,Yes,21,80,0,7,3,3,2,1,2,Master,High,High,Very High,Outstanding,Very High,Good
1103,48,No,Travel_Rarely,492,Sales,16,Life Sciences,1557,Female,96,2,Sales Executive,Divorced,6439,13693,8,No,14,80,1,18,2,8,7,7,7,Master,High,High,High,Excellent,High,Better
1104,29,No,Travel_Rarely,598,Research & Development,9,Life Sciences,1558,Male,91,1,Research Scientist,Married,2451,22376,6,No,18,80,2,5,2,1,0,0,0,Bachelor,High,Very High,High,Excellent,Low,Good
1105,33,No,Travel_Rarely,1242,Sales,8,Life Sciences,1560,Male,46,2,Sales Executive,Married,6392,10589,2,No,13,80,1,8,6,2,2,2,2,Master,Low,High,Low,Excellent,Very High,Bad
1106,30,Yes,Travel_Rarely,740,Sales,1,Life Sciences,1562,Male,64,2,Sales Executive,Married,9714,5323,1,No,11,80,1,10,4,10,8,6,7,Bachelor,Medium,Medium,Low,Excellent,Very High,Better
1107,38,No,Travel_Frequently,888,Human Resources,10,Human Resources,1563,Male,71,2,Human Resources,Married,6077,14814,3,No,11,80,0,10,2,6,3,1,2,Master,High,High,High,Excellent,High,Better
1108,35,No,Travel_Rarely,992,Research & Development,1,Medical,1564,Male,68,1,Laboratory Technician,Single,2450,21731,1,No,19,80,0,3,3,3,0,1,2,Bachelor,Very High,Medium,Low,Excellent,Medium,Better
1109,30,No,Travel_Rarely,1288,Sales,29,Technical Degree,1568,Male,33,3,Sales Executive,Married,9250,17799,3,No,12,80,1,9,3,4,2,1,3,Master,High,High,Medium,Excellent,Medium,Better
1110,35,Yes,Travel_Rarely,104,Research & Development,2,Life Sciences,1569,Female,69,1,Laboratory Technician,Divorced,2074,26619,1,Yes,12,80,1,1,2,1,0,0,0,Bachelor,Low,High,Low,Excellent,Very High,Better
1111,53,Yes,Travel_Rarely,607,Research & Development,2,Technical Degree,1572,Female,78,3,Manufacturing Director,Married,10169,14618,0,No,16,80,1,34,4,33,7,1,9,Doctor,High,Medium,Very High,Excellent,Medium,Better
1112,38,Yes,Travel_Rarely,903,Research & Development,2,Medical,1573,Male,81,2,Manufacturing Director,Married,4855,7653,4,No,11,80,2,7,2,5,2,1,4,Bachelor,High,High,Medium,Excellent,Low,Better
1113,32,No,Non-Travel,1200,Research & Development,1,Technical Degree,1574,Male,62,2,Research Scientist,Married,4087,25174,4,No,14,80,1,9,3,6,5,1,2,Master,Very High,High,Low,Excellent,Medium,Good
1114,48,No,Travel_Rarely,1108,Research & Development,15,Other,1576,Female,65,1,Research Scientist,Married,2367,16530,8,No,12,80,1,10,3,8,2,7,6,Master,High,High,Low,Excellent,Very High,Good
1115,34,No,Travel_Rarely,479,Research & Development,7,Medical,1577,Male,35,1,Research Scientist,Single,2972,22061,1,No,13,80,0,1,4,1,0,0,0,Master,Low,High,Very High,Excellent,High,Bad
1116,55,No,Travel_Rarely,685,Sales,26,Marketing,1578,Male,60,5,Manager,Married,19586,23037,1,No,21,80,1,36,3,36,6,2,13,Doctor,High,Medium,Very High,Outstanding,High,Better
1117,34,No,Travel_Rarely,1351,Research & Development,1,Life Sciences,1580,Male,45,2,Research Scientist,Married,5484,13008,9,No,17,80,1,9,3,2,2,2,1,Master,Medium,High,Very High,Excellent,Medium,Good
1118,26,No,Travel_Rarely,474,Research & Development,3,Life Sciences,1581,Female,89,1,Research Scientist,Married,2061,11133,1,No,21,80,0,1,5,1,0,0,0,Bachelor,Low,High,Very High,Outstanding,Low,Better
1119,38,No,Travel_Rarely,1245,Sales,14,Life Sciences,1582,Male,80,2,Sales Executive,Married,9924,12355,0,No,11,80,1,10,3,9,8,7,7,Bachelor,High,High,Medium,Excellent,Very High,Better
1120,38,No,Travel_Rarely,437,Sales,16,Life Sciences,1583,Female,90,2,Sales Executive,Single,4198,16379,2,No,12,80,0,8,5,3,2,1,2,Bachelor,Medium,High,Medium,Excellent,Medium,Best
1121,36,No,Travel_Rarely,884,Sales,1,Life Sciences,1585,Female,73,2,Sales Executive,Single,6815,21447,6,No,13,80,0,15,5,1,0,0,0,Master,Medium,High,High,Excellent,Low,Better
1122,29,No,Travel_Rarely,1370,Research & Development,3,Medical,1586,Male,87,1,Laboratory Technician,Single,4723,16213,1,Yes,18,80,0,10,3,10,9,1,5,Below College,Medium,High,Low,Excellent,Very High,Better
1123,35,No,Travel_Rarely,670,Research & Development,10,Medical,1587,Female,51,2,Healthcare Representative,Single,6142,4223,3,Yes,16,80,0,10,4,5,2,0,4,Master,Low,High,High,Excellent,High,Better
1124,39,No,Travel_Rarely,1462,Sales,6,Medical,1588,Male,38,3,Sales Executive,Married,8237,4658,2,No,11,80,1,11,3,7,6,7,6,Bachelor,Very High,Very High,High,Excellent,Low,Better
1125,29,No,Travel_Frequently,995,Research & Development,2,Life Sciences,1590,Male,87,2,Healthcare Representative,Divorced,8853,24483,1,No,19,80,1,6,0,6,4,1,3,Below College,Low,High,Very High,Excellent,Very High,Best
1126,50,No,Travel_Rarely,264,Sales,9,Marketing,1591,Male,59,5,Manager,Married,19331,19519,4,Yes,16,80,1,27,2,1,0,0,0,Bachelor,High,High,High,Excellent,High,Better
1127,23,No,Travel_Rarely,977,Research & Development,10,Technical Degree,1592,Male,45,1,Research Scientist,Married,2073,12826,2,No,16,80,1,4,2,2,2,2,2,Bachelor,Very High,Very High,High,Excellent,Very High,Better
1128,36,No,Travel_Frequently,1302,Research & Development,6,Life Sciences,1594,Male,80,2,Laboratory Technician,Married,5562,19711,3,Yes,13,80,1,9,3,3,2,0,2,Master,Low,Very High,Low,Excellent,Very High,Better
1129,42,No,Travel_Rarely,1059,Research & Development,9,Other,1595,Male,93,5,Manager,Single,19613,26362,8,No,22,80,0,24,2,1,0,0,1,College,Very High,Medium,Very High,Outstanding,Very High,Better
1130,35,No,Travel_Rarely,750,Research & Development,28,Life Sciences,1596,Male,46,2,Laboratory Technician,Married,3407,25348,1,No,17,80,2,10,3,10,9,6,8,Bachelor,Medium,Very High,High,Excellent,Very High,Good
1131,34,No,Travel_Frequently,653,Research & Development,10,Technical Degree,1597,Male,92,2,Healthcare Representative,Married,5063,15332,1,No,14,80,1,8,3,8,2,7,7,Master,Very High,Medium,High,Excellent,Medium,Good
1132,40,No,Travel_Rarely,118,Sales,14,Life Sciences,1598,Female,84,2,Sales Executive,Married,4639,11262,1,No,15,80,1,5,2,5,4,1,2,College,Very High,High,Low,Excellent,High,Better
1133,43,No,Travel_Rarely,990,Research & Development,27,Technical Degree,1599,Male,87,1,Laboratory Technician,Divorced,4876,5855,5,No,12,80,1,8,0,6,4,0,2,Bachelor,Very High,Very High,Medium,Excellent,High,Better
1134,35,No,Travel_Rarely,1349,Research & Development,7,Life Sciences,1601,Male,63,1,Laboratory Technician,Married,2690,7713,1,No,18,80,1,1,5,1,0,0,1,College,High,Medium,Very High,Excellent,Very High,Good
1135,46,No,Travel_Rarely,563,Sales,1,Life Sciences,1602,Male,56,4,Manager,Single,17567,3156,1,No,15,80,0,27,5,26,0,0,12,Master,Very High,Very High,Low,Excellent,Medium,Bad
1136,28,Yes,Travel_Rarely,329,Research & Development,24,Medical,1604,Male,51,1,Laboratory Technician,Married,2408,7324,1,Yes,17,80,3,1,3,1,1,0,0,Bachelor,High,High,Medium,Excellent,High,Better
1137,22,No,Non-Travel,457,Research & Development,26,Other,1605,Female,85,1,Research Scientist,Married,2814,10293,1,Yes,14,80,0,4,2,4,2,1,3,College,Medium,Medium,High,Excellent,Medium,Good
1138,50,No,Travel_Frequently,1234,Research & Development,20,Medical,1606,Male,41,4,Healthcare Representative,Married,11245,20689,2,Yes,15,80,1,32,3,30,8,12,13,Doctor,Medium,High,High,Excellent,High,Better
1139,32,No,Travel_Rarely,634,Research & Development,5,Other,1607,Female,35,1,Research Scientist,Married,3312,18783,3,No,17,80,2,6,3,3,2,0,2,Master,Medium,Very High,Very High,Excellent,Very High,Better
1140,44,No,Travel_Rarely,1313,Research & Development,7,Medical,1608,Female,31,5,Research Director,Divorced,19049,3549,0,Yes,14,80,1,23,4,22,7,1,10,Bachelor,Medium,High,Very High,Excellent,Very High,Good
1141,30,No,Travel_Rarely,241,Research & Development,7,Medical,1609,Male,48,1,Research Scientist,Married,2141,5348,1,No,12,80,1,6,3,6,4,1,1,Bachelor,Medium,Medium,Medium,Excellent,Medium,Good
1142,45,No,Travel_Rarely,1015,Research & Development,5,Medical,1611,Female,50,2,Laboratory Technician,Single,5769,23447,1,Yes,14,80,0,10,3,10,7,1,4,Doctor,High,Low,Low,Excellent,Low,Better
1143,45,No,Non-Travel,336,Sales,26,Marketing,1612,Male,52,2,Sales Executive,Married,4385,24162,1,No,15,80,1,10,2,10,7,4,5,Bachelor,Low,Medium,Low,Excellent,Low,Better
1144,31,No,Travel_Frequently,715,Sales,2,Other,1613,Male,54,2,Sales Executive,Single,5332,21602,7,No,13,80,0,10,3,5,2,0,3,Master,Very High,High,Low,Excellent,Very High,Better
1145,36,No,Travel_Rarely,559,Research & Development,12,Life Sciences,1614,Female,76,2,Manufacturing Director,Married,4663,12421,9,Yes,12,80,2,7,2,3,2,1,1,Master,High,High,High,Excellent,Medium,Better
1146,34,No,Travel_Frequently,426,Research & Development,10,Life Sciences,1615,Male,42,2,Manufacturing Director,Divorced,4724,17000,1,No,13,80,1,9,3,9,7,7,2,Master,High,Very High,Very High,Excellent,Low,Better
1147,49,No,Travel_Rarely,722,Research & Development,25,Life Sciences,1617,Female,84,1,Laboratory Technician,Married,3211,22102,1,No,14,80,1,10,3,9,6,1,4,Master,High,High,Low,Excellent,Very High,Good
1148,39,No,Travel_Rarely,1387,Research & Development,10,Medical,1618,Male,76,2,Manufacturing Director,Married,5377,3835,2,No,13,80,3,10,3,7,7,7,7,Doctor,Medium,High,Low,Excellent,Very High,Better
1149,27,No,Travel_Rarely,1302,Research & Development,19,Other,1619,Male,67,1,Laboratory Technician,Divorced,4066,16290,1,No,11,80,2,7,3,7,7,0,7,Bachelor,Very High,Medium,Low,Excellent,Low,Better
1150,35,No,Travel_Rarely,819,Research & Development,18,Life Sciences,1621,Male,48,2,Research Scientist,Married,5208,26312,1,No,11,80,0,16,2,16,15,1,10,Doctor,Medium,Very High,Low,Excellent,Very High,Better
1151,28,No,Travel_Rarely,580,Research & Development,27,Medical,1622,Female,39,2,Manufacturing Director,Divorced,4877,20460,0,No,21,80,1,6,5,5,3,0,0,Bachelor,Medium,Low,Low,Outstanding,Medium,Good
1152,21,No,Travel_Rarely,546,Research & Development,5,Medical,1623,Male,97,1,Research Scientist,Single,3117,26009,1,No,18,80,0,3,2,2,2,2,2,Below College,High,High,Very High,Excellent,High,Better
1153,18,Yes,Travel_Frequently,544,Sales,3,Medical,1624,Female,70,1,Sales Representative,Single,1569,18420,1,Yes,12,80,0,0,2,0,0,0,0,College,Medium,High,Very High,Excellent,High,Best
1154,47,No,Travel_Rarely,1176,Human Resources,26,Life Sciences,1625,Female,98,5,Manager,Married,19658,5220,3,No,11,80,1,27,2,5,2,1,0,Master,Very High,High,High,Excellent,High,Better
1155,39,No,Travel_Rarely,170,Research & Development,3,Medical,1627,Male,76,2,Laboratory Technician,Divorced,3069,10302,0,No,15,80,1,11,3,10,8,0,7,College,High,Medium,High,Excellent,Very High,Better
1156,40,No,Travel_Rarely,884,Research & Development,15,Life Sciences,1628,Female,80,3,Manufacturing Director,Married,10435,25800,1,No,13,80,2,18,2,18,15,14,12,Bachelor,Low,Medium,High,Excellent,Very High,Better
1157,35,No,Non-Travel,208,Research & Development,8,Life Sciences,1630,Female,52,2,Healthcare Representative,Married,4148,12250,1,No,12,80,1,15,5,14,11,2,9,Master,High,High,High,Excellent,Very High,Better
1158,37,No,Travel_Rarely,671,Research & Development,19,Life Sciences,1631,Male,85,2,Manufacturing Director,Married,5768,26493,3,No,17,80,3,9,2,4,3,0,2,Bachelor,High,High,High,Excellent,Low,Good
1159,39,No,Travel_Frequently,711,Research & Development,4,Medical,1633,Female,81,2,Manufacturing Director,Single,5042,3140,0,No,13,80,0,10,2,9,2,3,8,Bachelor,Low,High,High,Excellent,Very High,Bad
1160,45,No,Travel_Rarely,1329,Research & Development,2,Other,1635,Female,59,2,Manufacturing Director,Divorced,5770,5388,1,No,19,80,2,10,3,10,7,3,9,College,Very High,Medium,Very High,Excellent,Low,Better
1161,38,No,Travel_Rarely,397,Research & Development,2,Medical,1638,Female,54,3,Manufacturing Director,Married,7756,14199,3,Yes,19,80,1,10,6,5,4,0,2,College,Very High,Medium,High,Excellent,Very High,Best
1162,35,Yes,Travel_Rarely,737,Sales,10,Medical,1639,Male,55,3,Sales Executive,Married,10306,21530,9,No,17,80,0,15,3,13,12,6,0,Bachelor,Very High,Medium,Low,Excellent,High,Better
1163,37,No,Travel_Rarely,1470,Research & Development,10,Medical,1640,Female,71,1,Research Scientist,Married,3936,9953,1,No,11,80,1,8,2,8,4,7,7,Bachelor,Medium,High,Medium,Excellent,Low,Bad
1164,40,No,Travel_Rarely,448,Research & Development,16,Life Sciences,1641,Female,84,3,Manufacturing Director,Single,7945,19948,6,Yes,15,80,0,18,2,4,2,3,3,Bachelor,High,High,Very High,Excellent,Very High,Good
1165,44,No,Travel_Frequently,602,Human Resources,1,Human Resources,1642,Male,37,2,Human Resources,Married,5743,10503,4,Yes,11,80,0,14,3,10,7,0,2,Doctor,Low,High,Very High,Excellent,High,Better
1166,48,No,Travel_Frequently,365,Research & Development,4,Medical,1644,Male,89,4,Manager,Married,15202,5602,2,No,25,80,1,23,3,2,2,2,2,Doctor,High,Medium,Very High,Outstanding,Medium,Better
1167,35,Yes,Travel_Rarely,763,Sales,15,Medical,1645,Male,59,2,Sales Executive,Divorced,5440,22098,6,Yes,14,80,2,7,2,2,2,2,2,College,Low,Low,Very High,Excellent,Very High,Good
1168,24,No,Travel_Frequently,567,Research & Development,2,Technical Degree,1646,Female,32,1,Research Scientist,Single,3760,17218,1,Yes,13,80,0,6,2,6,3,1,3,Below College,Low,High,Very High,Excellent,High,Better
1169,27,No,Travel_Rarely,486,Research & Development,8,Medical,1647,Female,86,1,Research Scientist,Married,3517,22490,7,No,17,80,0,5,0,3,2,0,2,Bachelor,Medium,Very High,High,Excellent,Low,Better
1170,27,No,Travel_Frequently,591,Research & Development,2,Medical,1648,Male,87,1,Research Scientist,Single,2580,6297,2,No,13,80,0,6,0,4,2,1,2,Bachelor,Very High,High,Very High,Excellent,High,Good
1171,40,Yes,Travel_Rarely,1329,Research & Development,7,Life Sciences,1649,Male,73,1,Laboratory Technician,Single,2166,3339,3,Yes,14,80,0,10,3,4,2,0,3,Bachelor,Low,High,Low,Excellent,Medium,Bad
1172,29,No,Travel_Rarely,469,Sales,10,Medical,1650,Male,42,2,Sales Executive,Single,5869,23413,9,No,11,80,0,8,2,5,2,1,4,Bachelor,High,Medium,High,Excellent,High,Better
1173,36,No,Travel_Rarely,711,Research & Development,5,Life Sciences,1651,Female,42,3,Healthcare Representative,Married,8008,22792,4,No,12,80,2,9,6,3,2,0,2,Master,Medium,High,Low,Excellent,High,Better
1174,25,No,Travel_Frequently,772,Research & Development,2,Life Sciences,1653,Male,77,2,Manufacturing Director,Divorced,5206,4973,1,No,17,80,2,7,6,7,7,0,7,Below College,Very High,Very High,High,Excellent,High,Better
1175,39,No,Travel_Rarely,492,Research & Development,12,Medical,1654,Male,66,2,Manufacturing Director,Married,5295,7693,4,No,21,80,0,7,3,5,4,1,0,Bachelor,Very High,High,Medium,Outstanding,High,Better
1176,49,No,Travel_Rarely,301,Research & Development,22,Other,1655,Female,72,4,Research Director,Married,16413,3498,3,No,16,80,2,27,2,4,2,1,2,Master,Low,High,Medium,Excellent,Medium,Better
1177,50,No,Travel_Rarely,813,Research & Development,17,Life Sciences,1656,Female,50,3,Research Director,Divorced,13269,21981,5,No,15,80,3,19,3,14,11,1,11,Doctor,Very High,Medium,Low,Excellent,High,Better
1178,20,No,Travel_Rarely,1141,Sales,2,Medical,1657,Female,31,1,Sales Representative,Single,2783,13251,1,No,19,80,0,2,3,2,2,2,2,Bachelor,High,High,High,Excellent,Low,Better
1179,34,No,Travel_Rarely,1130,Research & Development,3,Life Sciences,1658,Female,66,2,Research Scientist,Divorced,5433,19332,1,No,12,80,1,11,2,11,8,7,9,Bachelor,Very High,High,Medium,Excellent,High,Better
1180,36,No,Travel_Rarely,311,Research & Development,7,Life Sciences,1659,Male,77,1,Laboratory Technician,Single,2013,10950,2,No,11,80,0,15,4,4,3,1,3,Bachelor,Low,High,Medium,Excellent,High,Better
1181,49,No,Travel_Rarely,465,Research & Development,6,Life Sciences,1661,Female,41,4,Healthcare Representative,Married,13966,11652,2,Yes,19,80,1,30,3,15,11,2,12,Below College,High,Medium,High,Excellent,Medium,Better
1182,36,No,Non-Travel,894,Research & Development,1,Medical,1662,Female,33,2,Manufacturing Director,Married,4374,15411,0,No,15,80,0,4,6,3,2,1,2,Master,Very High,Medium,High,Excellent,High,Better
1183,36,No,Travel_Rarely,1040,Research & Development,3,Life Sciences,1664,Male,79,2,Healthcare Representative,Divorced,6842,26308,6,No,20,80,1,13,3,5,4,0,4,College,Very High,Very High,Low,Outstanding,Low,Better
1184,54,No,Travel_Rarely,584,Research & Development,22,Medical,1665,Female,91,4,Manager,Married,17426,18685,3,No,25,80,1,36,6,10,8,4,7,Doctor,Medium,High,High,Outstanding,High,Better
1185,43,No,Travel_Rarely,1291,Research & Development,15,Life Sciences,1666,Male,65,4,Research Director,Married,17603,3525,1,No,24,80,1,14,3,14,10,6,11,College,High,Medium,High,Outstanding,Low,Better
1186,35,Yes,Travel_Frequently,880,Sales,12,Other,1667,Male,36,2,Sales Executive,Single,4581,10414,3,Yes,24,80,0,13,2,11,9,6,7,Master,Very High,High,Very High,Outstanding,Low,Best
1187,38,No,Travel_Frequently,1189,Research & Development,1,Life Sciences,1668,Male,90,2,Research Scientist,Married,4735,9867,7,No,15,80,2,19,4,13,11,2,9,Bachelor,Very High,High,Very High,Excellent,Very High,Best
1188,29,No,Travel_Rarely,991,Sales,5,Medical,1669,Male,43,2,Sales Executive,Divorced,4187,3356,1,Yes,13,80,1,10,3,10,0,0,9,Bachelor,Low,Medium,Medium,Excellent,Medium,Good
1189,33,No,Travel_Rarely,392,Sales,2,Medical,1670,Male,93,2,Sales Executive,Divorced,5505,3921,1,No,14,80,2,6,5,6,2,0,4,Master,Very High,High,Very High,Excellent,High,Better
1190,32,No,Travel_Rarely,977,Research & Development,2,Medical,1671,Male,45,2,Research Scientist,Divorced,5470,25518,0,No,13,80,2,10,4,9,5,1,6,Bachelor,Very High,High,Medium,Excellent,High,Good
1191,31,No,Travel_Rarely,1112,Sales,5,Life Sciences,1673,Female,67,2,Sales Executive,Married,5476,22589,1,No,11,80,2,10,2,10,0,0,2,Master,Low,High,Very High,Excellent,Low,Better
1192,49,No,Travel_Rarely,464,Research & Development,16,Medical,1674,Female,74,1,Laboratory Technician,Divorced,2587,24941,4,Yes,16,80,1,17,2,2,2,2,2,Bachelor,Very High,High,Low,Excellent,Medium,Good
1193,38,No,Travel_Frequently,148,Research & Development,2,Medical,1675,Female,42,1,Laboratory Technician,Single,2440,23826,1,No,22,80,0,4,3,4,3,3,3,Bachelor,Very High,Medium,Medium,Outstanding,Medium,Better
1194,47,No,Travel_Rarely,1225,Sales,2,Life Sciences,1676,Female,47,4,Manager,Divorced,15972,21086,6,No,14,80,3,29,2,3,2,1,2,Master,Medium,Very High,Medium,Excellent,High,Better
1195,49,No,Travel_Rarely,809,Research & Development,1,Life Sciences,1677,Male,36,4,Manager,Single,15379,22384,4,No,14,80,0,23,2,8,7,0,0,Bachelor,High,High,High,Excellent,Low,Better
1196,41,No,Travel_Rarely,1206,Sales,23,Life Sciences,1678,Male,80,3,Sales Executive,Single,7082,11591,3,Yes,16,80,0,21,2,2,0,0,2,College,Very High,High,High,Excellent,Very High,Better
1197,20,No,Travel_Rarely,727,Sales,9,Life Sciences,1680,Male,54,1,Sales Representative,Single,2728,21082,1,No,11,80,0,2,3,2,2,0,2,Below College,Very High,High,Low,Excellent,Low,Better
1198,33,No,Non-Travel,530,Sales,16,Life Sciences,1681,Female,36,2,Sales Executive,Divorced,5368,16130,1,Yes,25,80,1,7,2,6,5,1,2,Bachelor,High,High,Very High,Outstanding,High,Better
1199,36,No,Travel_Rarely,1351,Research & Development,26,Life Sciences,1682,Male,80,2,Healthcare Representative,Married,5347,7419,6,No,14,80,2,10,2,3,2,0,2,Master,Low,High,High,Excellent,Medium,Good
1200,44,No,Travel_Rarely,528,Human Resources,1,Life Sciences,1683,Female,44,1,Human Resources,Divorced,3195,4167,4,Yes,18,80,3,8,2,2,2,2,2,Bachelor,High,High,Very High,Excellent,Low,Better
1201,23,Yes,Travel_Rarely,1320,Research & Development,8,Medical,1684,Male,93,1,Laboratory Technician,Single,3989,20586,1,Yes,11,80,0,5,2,5,4,1,2,Below College,Very High,Medium,High,Excellent,Low,Better
1202,38,No,Travel_Rarely,1495,Research & Development,4,Medical,1687,Female,87,1,Laboratory Technician,Married,3306,26176,7,No,19,80,1,7,5,0,0,0,0,College,Very High,High,High,Excellent,Very High,Good
1203,53,No,Travel_Rarely,1395,Research & Development,24,Medical,1689,Male,48,3,Healthcare Representative,Married,7005,3458,3,No,15,80,0,11,2,4,3,1,2,Master,Medium,Very High,Very High,Excellent,High,Better
1204,48,Yes,Travel_Frequently,708,Sales,7,Medical,1691,Female,95,1,Sales Representative,Married,2655,11740,2,Yes,11,80,2,19,3,9,7,7,7,College,Very High,High,High,Excellent,High,Better
1205,32,Yes,Travel_Rarely,1259,Research & Development,2,Life Sciences,1692,Male,95,1,Laboratory Technician,Single,1393,24852,1,No,12,80,0,1,2,1,0,0,0,Master,Very High,High,Medium,Excellent,Low,Better
1206,26,No,Non-Travel,786,Research & Development,7,Medical,1693,Male,76,1,Laboratory Technician,Single,2570,11925,1,No,20,80,0,7,5,7,7,5,7,Bachelor,Very High,High,Very High,Outstanding,High,Better
1207,55,No,Travel_Rarely,1441,Research & Development,22,Technical Degree,1694,Male,94,1,Research Scientist,Divorced,3537,23737,5,No,12,80,1,8,1,4,2,1,2,Bachelor,Low,Medium,Medium,Excellent,Very High,Better
1208,34,No,Travel_Rarely,1157,Research & Development,5,Medical,1696,Male,57,2,Laboratory Technician,Married,3986,11912,1,No,14,80,1,15,3,15,10,4,13,College,Medium,Medium,Very High,Excellent,High,Best
1209,60,No,Travel_Rarely,370,Research & Development,1,Medical,1697,Male,92,3,Healthcare Representative,Divorced,10883,20467,3,No,20,80,1,19,2,1,0,0,0,Master,High,Low,Very High,Outstanding,High,Best
1210,33,No,Travel_Rarely,267,Research & Development,21,Medical,1698,Male,79,1,Laboratory Technician,Married,2028,13637,1,No,18,80,3,14,6,14,11,2,13,Bachelor,Medium,Very High,Medium,Excellent,Very High,Better
1211,37,No,Travel_Frequently,1278,Sales,1,Medical,1700,Male,31,2,Sales Executive,Divorced,9525,7677,1,No,14,80,2,6,2,6,3,1,3,Master,High,Low,Very High,Excellent,High,Good
1212,34,No,Travel_Rarely,678,Research & Development,19,Life Sciences,1701,Female,35,1,Research Scientist,Married,2929,20338,1,No,12,80,0,10,3,10,9,8,7,Bachelor,Medium,Medium,Very High,Excellent,Medium,Better
1213,23,Yes,Travel_Rarely,427,Sales,7,Life Sciences,1702,Male,99,1,Sales Representative,Divorced,2275,25103,1,Yes,21,80,1,3,2,3,2,0,2,Bachelor,High,High,Very High,Outstanding,Medium,Better
1214,44,No,Travel_Rarely,921,Research & Development,2,Life Sciences,1703,Female,96,3,Healthcare Representative,Married,7879,14810,1,Yes,19,80,1,9,2,8,7,6,7,Bachelor,High,Very High,Very High,Excellent,Medium,Better
1215,35,No,Travel_Frequently,146,Research & Development,2,Medical,1704,Male,79,1,Research Scientist,Single,4930,13970,0,Yes,14,80,0,6,2,5,4,1,4,Master,Low,Medium,Very High,Excellent,High,Best
1216,43,No,Travel_Rarely,1179,Sales,2,Medical,1706,Male,73,2,Sales Executive,Married,7847,6069,1,Yes,17,80,1,10,3,10,9,8,8,Bachelor,Very High,High,Very High,Excellent,Low,Better
1217,24,No,Travel_Rarely,581,Research & Development,9,Medical,1707,Male,62,1,Research Scientist,Married,4401,17616,1,No,16,80,1,5,1,5,3,0,4,Bachelor,High,Very High,High,Excellent,Very High,Better
